sentence_id	distance	rank_order
Sentence3609	2494	cat+oci+spa-eng ranked at 3906, higher than baseline2021 at 6400
Sentence4125	2493	baseline2021 ranked at 522, higher than cat+oci+spa-eng at 3015
Sentence4020	2492	cat+oci+spa-eng ranked at 855, higher than baseline2021 at 3347
Sentence3772	2482	cat+oci+spa-eng ranked at 1170, higher than baseline2021 at 3652
Sentence5140	2482	cat+oci+spa-eng ranked at 2013, higher than baseline2021 at 4495
Sentence5499	2478	baseline2021 ranked at 1046, higher than cat+oci+spa-eng at 3524
Sentence5930	2476	baseline2021 ranked at 576, higher than cat+oci+spa-eng at 3052
Sentence3289	2474	cat+oci+spa-eng ranked at 798, higher than baseline2021 at 3272
Sentence4687	2474	cat+oci+spa-eng ranked at 3668, higher than baseline2021 at 6142
Sentence1742	2473	cat+oci+spa-eng ranked at 2587, higher than baseline2021 at 5060
Sentence3213	2465	baseline2021 ranked at 1157, higher than cat+oci+spa-eng at 3622
Sentence5325	2463	cat+oci+spa-eng ranked at 962, higher than baseline2021 at 3425
Sentence4763	2462	baseline2021 ranked at 885, higher than cat+oci+spa-eng at 3347
Sentence2258	2461	baseline2021 ranked at 463, higher than cat+oci+spa-eng at 2924
Sentence3745	2457	baseline2021 ranked at 2639, higher than cat+oci+spa-eng at 5096
Sentence2019	2456	cat+oci+spa-eng ranked at 1883, higher than baseline2021 at 4339
Sentence6442	2453	cat+oci+spa-eng ranked at 267, higher than baseline2021 at 2720
Sentence5905	2453	baseline2021 ranked at 2213, higher than cat+oci+spa-eng at 4666
Sentence5888	2451	cat+oci+spa-eng ranked at 1994, higher than baseline2021 at 4445
Sentence1473	2451	cat+oci+spa-eng ranked at 3099, higher than baseline2021 at 5550
Sentence5714	2450	baseline2021 ranked at 2504, higher than cat+oci+spa-eng at 4954
Sentence1089	2447	baseline2021 ranked at 2892, higher than cat+oci+spa-eng at 5339
Sentence5154	2444	cat+oci+spa-eng ranked at 2590, higher than baseline2021 at 5034
Sentence2659	2444	baseline2021 ranked at 1593, higher than cat+oci+spa-eng at 4037
Sentence3498	2439	cat+oci+spa-eng ranked at 298, higher than baseline2021 at 2737
Sentence6403	2438	cat+oci+spa-eng ranked at 1464, higher than baseline2021 at 3902
Sentence2445	2436	baseline2021 ranked at 423, higher than cat+oci+spa-eng at 2859
Sentence110	2436	baseline2021 ranked at 452, higher than cat+oci+spa-eng at 2888
Sentence2413	2435	baseline2021 ranked at 2120, higher than cat+oci+spa-eng at 4555
Sentence4761	2432	cat+oci+spa-eng ranked at 1490, higher than baseline2021 at 3922
Sentence954	2431	baseline2021 ranked at 3399, higher than cat+oci+spa-eng at 5830
Sentence4597	2430	cat+oci+spa-eng ranked at 927, higher than baseline2021 at 3357
Sentence1120	2429	cat+oci+spa-eng ranked at 3144, higher than baseline2021 at 5573
Sentence2388	2429	cat+oci+spa-eng ranked at 3567, higher than baseline2021 at 5996
Sentence1	2428	baseline2021 ranked at 203, higher than cat+oci+spa-eng at 2631
Sentence5438	2425	baseline2021 ranked at 2992, higher than cat+oci+spa-eng at 5417
Sentence3012	2422	cat+oci+spa-eng ranked at 510, higher than baseline2021 at 2932
Sentence1013	2421	baseline2021 ranked at 1405, higher than cat+oci+spa-eng at 3826
Sentence5695	2420	baseline2021 ranked at 84, higher than cat+oci+spa-eng at 2504
Sentence4477	2417	baseline2021 ranked at 2755, higher than cat+oci+spa-eng at 5172
Sentence4958	2415	cat+oci+spa-eng ranked at 3945, higher than baseline2021 at 6360
Sentence5990	2415	baseline2021 ranked at 1638, higher than cat+oci+spa-eng at 4053
Sentence4551	2412	baseline2021 ranked at 1928, higher than cat+oci+spa-eng at 4340
Sentence3198	2410	baseline2021 ranked at 1533, higher than cat+oci+spa-eng at 3943
Sentence3130	2410	baseline2021 ranked at 3725, higher than cat+oci+spa-eng at 6135
Sentence3780	2404	baseline2021 ranked at 3201, higher than cat+oci+spa-eng at 5605
Sentence5000	2401	cat+oci+spa-eng ranked at 389, higher than baseline2021 at 2790
Sentence5743	2401	baseline2021 ranked at 1978, higher than cat+oci+spa-eng at 4379
Sentence842	2400	baseline2021 ranked at 3147, higher than cat+oci+spa-eng at 5547
Sentence2305	2399	baseline2021 ranked at 2875, higher than cat+oci+spa-eng at 5274
Sentence2529	2397	baseline2021 ranked at 3220, higher than cat+oci+spa-eng at 5617
Sentence6104	2393	cat+oci+spa-eng ranked at 3791, higher than baseline2021 at 6184
Sentence4814	2392	cat+oci+spa-eng ranked at 548, higher than baseline2021 at 2940
Sentence263	2392	cat+oci+spa-eng ranked at 1342, higher than baseline2021 at 3734
Sentence3006	2389	cat+oci+spa-eng ranked at 3867, higher than baseline2021 at 6256
Sentence3865	2383	cat+oci+spa-eng ranked at 2418, higher than baseline2021 at 4801
Sentence451	2379	cat+oci+spa-eng ranked at 1303, higher than baseline2021 at 3682
Sentence4639	2379	cat+oci+spa-eng ranked at 2023, higher than baseline2021 at 4402
Sentence642	2379	baseline2021 ranked at 1763, higher than cat+oci+spa-eng at 4142
Sentence3611	2375	cat+oci+spa-eng ranked at 441, higher than baseline2021 at 2816
Sentence55	2374	cat+oci+spa-eng ranked at 194, higher than baseline2021 at 2568
Sentence5941	2374	baseline2021 ranked at 3655, higher than cat+oci+spa-eng at 6029
Sentence4786	2373	cat+oci+spa-eng ranked at 2869, higher than baseline2021 at 5242
Sentence5599	2373	cat+oci+spa-eng ranked at 3276, higher than baseline2021 at 5649
Sentence2448	2373	baseline2021 ranked at 1333, higher than cat+oci+spa-eng at 3706
Sentence347	2372	cat+oci+spa-eng ranked at 3606, higher than baseline2021 at 5978
Sentence6387	2371	cat+oci+spa-eng ranked at 3272, higher than baseline2021 at 5643
Sentence2149	2369	cat+oci+spa-eng ranked at 404, higher than baseline2021 at 2773
Sentence1354	2368	cat+oci+spa-eng ranked at 42, higher than baseline2021 at 2410
Sentence5904	2365	cat+oci+spa-eng ranked at 1147, higher than baseline2021 at 3512
Sentence3332	2364	baseline2021 ranked at 1038, higher than cat+oci+spa-eng at 3402
Sentence5997	2363	baseline2021 ranked at 2807, higher than cat+oci+spa-eng at 5170
Sentence5775	2362	baseline2021 ranked at 404, higher than cat+oci+spa-eng at 2766
Sentence1432	2360	baseline2021 ranked at 397, higher than cat+oci+spa-eng at 2757
Sentence3893	2357	cat+oci+spa-eng ranked at 1519, higher than baseline2021 at 3876
Sentence6291	2354	baseline2021 ranked at 3542, higher than cat+oci+spa-eng at 5896
Sentence6144	2352	cat+oci+spa-eng ranked at 1324, higher than baseline2021 at 3676
Sentence3830	2352	baseline2021 ranked at 2788, higher than cat+oci+spa-eng at 5140
Sentence4202	2350	baseline2021 ranked at 2668, higher than cat+oci+spa-eng at 5018
Sentence615	2348	baseline2021 ranked at 3438, higher than cat+oci+spa-eng at 5786
Sentence5490	2347	baseline2021 ranked at 1610, higher than cat+oci+spa-eng at 3957
Sentence1503	2347	cat+oci+spa-eng ranked at 4151, higher than baseline2021 at 6498
Sentence3182	2346	cat+oci+spa-eng ranked at 1565, higher than baseline2021 at 3911
Sentence6182	2345	cat+oci+spa-eng ranked at 2750, higher than baseline2021 at 5095
Sentence5017	2345	cat+oci+spa-eng ranked at 3364, higher than baseline2021 at 5709
Sentence592	2344	cat+oci+spa-eng ranked at 2120, higher than baseline2021 at 4464
Sentence3339	2343	baseline2021 ranked at 2115, higher than cat+oci+spa-eng at 4458
Sentence3137	2342	cat+oci+spa-eng ranked at 2751, higher than baseline2021 at 5093
Sentence5565	2342	baseline2021 ranked at 2882, higher than cat+oci+spa-eng at 5224
Sentence5213	2341	baseline2021 ranked at 83, higher than cat+oci+spa-eng at 2424
Sentence2591	2339	cat+oci+spa-eng ranked at 2632, higher than baseline2021 at 4971
Sentence5551	2339	baseline2021 ranked at 886, higher than cat+oci+spa-eng at 3225
Sentence6177	2337	baseline2021 ranked at 3359, higher than cat+oci+spa-eng at 5696
Sentence5732	2336	baseline2021 ranked at 1579, higher than cat+oci+spa-eng at 3915
Sentence4272	2333	baseline2021 ranked at 1905, higher than cat+oci+spa-eng at 4238
Sentence2755	2333	baseline2021 ranked at 4068, higher than cat+oci+spa-eng at 6401
Sentence5858	2331	cat+oci+spa-eng ranked at 470, higher than baseline2021 at 2801
Sentence669	2331	cat+oci+spa-eng ranked at 672, higher than baseline2021 at 3003
Sentence4782	2330	baseline2021 ranked at 80, higher than cat+oci+spa-eng at 2410
Sentence3956	2329	baseline2021 ranked at 1275, higher than cat+oci+spa-eng at 3604
Sentence5649	2327	cat+oci+spa-eng ranked at 2147, higher than baseline2021 at 4474
Sentence1211	2327	baseline2021 ranked at 906, higher than cat+oci+spa-eng at 3233
Sentence158	2325	cat+oci+spa-eng ranked at 1533, higher than baseline2021 at 3858
Sentence2718	2324	baseline2021 ranked at 821, higher than cat+oci+spa-eng at 3145
Sentence4592	2324	baseline2021 ranked at 2515, higher than cat+oci+spa-eng at 4839
Sentence2395	2323	cat+oci+spa-eng ranked at 3339, higher than baseline2021 at 5662
Sentence1551	2320	cat+oci+spa-eng ranked at 3040, higher than baseline2021 at 5360
Sentence3955	2319	cat+oci+spa-eng ranked at 119, higher than baseline2021 at 2438
Sentence2948	2317	baseline2021 ranked at 3495, higher than cat+oci+spa-eng at 5812
Sentence3170	2316	baseline2021 ranked at 746, higher than cat+oci+spa-eng at 3062
Sentence993	2315	baseline2021 ranked at 3859, higher than cat+oci+spa-eng at 6174
Sentence4926	2313	baseline2021 ranked at 1270, higher than cat+oci+spa-eng at 3583
Sentence524	2313	cat+oci+spa-eng ranked at 3866, higher than baseline2021 at 6179
Sentence1023	2310	baseline2021 ranked at 370, higher than cat+oci+spa-eng at 2680
Sentence1264	2310	baseline2021 ranked at 1736, higher than cat+oci+spa-eng at 4046
Sentence2435	2307	baseline2021 ranked at 2841, higher than cat+oci+spa-eng at 5148
Sentence3016	2304	cat+oci+spa-eng ranked at 864, higher than baseline2021 at 3168
Sentence2351	2303	baseline2021 ranked at 4041, higher than cat+oci+spa-eng at 6344
Sentence6063	2302	cat+oci+spa-eng ranked at 2878, higher than baseline2021 at 5180
Sentence2468	2300	baseline2021 ranked at 543, higher than cat+oci+spa-eng at 2843
Sentence1510	2299	cat+oci+spa-eng ranked at 2738, higher than baseline2021 at 5037
Sentence2025	2299	baseline2021 ranked at 1293, higher than cat+oci+spa-eng at 3592
Sentence4509	2296	cat+oci+spa-eng ranked at 1907, higher than baseline2021 at 4203
Sentence3504	2294	baseline2021 ranked at 2747, higher than cat+oci+spa-eng at 5041
Sentence4792	2293	cat+oci+spa-eng ranked at 595, higher than baseline2021 at 2888
Sentence953	2291	cat+oci+spa-eng ranked at 1481, higher than baseline2021 at 3772
Sentence3944	2291	baseline2021 ranked at 3476, higher than cat+oci+spa-eng at 5767
Sentence4815	2290	cat+oci+spa-eng ranked at 1155, higher than baseline2021 at 3445
Sentence2970	2288	cat+oci+spa-eng ranked at 4062, higher than baseline2021 at 6350
Sentence6423	2287	baseline2021 ranked at 3661, higher than cat+oci+spa-eng at 5948
Sentence668	2286	cat+oci+spa-eng ranked at 2416, higher than baseline2021 at 4702
Sentence3661	2286	baseline2021 ranked at 1594, higher than cat+oci+spa-eng at 3880
Sentence5924	2285	cat+oci+spa-eng ranked at 2283, higher than baseline2021 at 4568
Sentence4648	2282	cat+oci+spa-eng ranked at 2209, higher than baseline2021 at 4491
Sentence2858	2282	baseline2021 ranked at 2117, higher than cat+oci+spa-eng at 4399
Sentence5424	2279	cat+oci+spa-eng ranked at 3751, higher than baseline2021 at 6030
Sentence2120	2279	baseline2021 ranked at 2592, higher than cat+oci+spa-eng at 4871
Sentence4516	2274	cat+oci+spa-eng ranked at 16, higher than baseline2021 at 2290
Sentence474	2274	baseline2021 ranked at 1598, higher than cat+oci+spa-eng at 3872
Sentence2381	2273	cat+oci+spa-eng ranked at 3341, higher than baseline2021 at 5614
Sentence647	2273	baseline2021 ranked at 2926, higher than cat+oci+spa-eng at 5199
Sentence1862	2271	cat+oci+spa-eng ranked at 2260, higher than baseline2021 at 4531
Sentence1681	2271	baseline2021 ranked at 4135, higher than cat+oci+spa-eng at 6406
Sentence4229	2270	baseline2021 ranked at 1580, higher than cat+oci+spa-eng at 3850
Sentence264	2266	cat+oci+spa-eng ranked at 1545, higher than baseline2021 at 3811
Sentence2617	2265	cat+oci+spa-eng ranked at 607, higher than baseline2021 at 2872
Sentence6407	2265	baseline2021 ranked at 168, higher than cat+oci+spa-eng at 2433
Sentence702	2263	cat+oci+spa-eng ranked at 33, higher than baseline2021 at 2296
Sentence3193	2263	cat+oci+spa-eng ranked at 734, higher than baseline2021 at 2997
Sentence766	2262	baseline2021 ranked at 3026, higher than cat+oci+spa-eng at 5288
Sentence2571	2262	baseline2021 ranked at 3085, higher than cat+oci+spa-eng at 5347
Sentence2598	2261	cat+oci+spa-eng ranked at 3108, higher than baseline2021 at 5369
Sentence4642	2258	cat+oci+spa-eng ranked at 2426, higher than baseline2021 at 4684
Sentence3835	2258	cat+oci+spa-eng ranked at 2756, higher than baseline2021 at 5014
Sentence1996	2256	cat+oci+spa-eng ranked at 3911, higher than baseline2021 at 6167
Sentence804	2254	baseline2021 ranked at 645, higher than cat+oci+spa-eng at 2899
Sentence3482	2252	baseline2021 ranked at 1865, higher than cat+oci+spa-eng at 4117
Sentence2430	2250	cat+oci+spa-eng ranked at 349, higher than baseline2021 at 2599
Sentence1754	2250	cat+oci+spa-eng ranked at 1908, higher than baseline2021 at 4158
Sentence4557	2250	cat+oci+spa-eng ranked at 4217, higher than baseline2021 at 6467
Sentence6427	2248	baseline2021 ranked at 931, higher than cat+oci+spa-eng at 3179
Sentence912	2247	cat+oci+spa-eng ranked at 2357, higher than baseline2021 at 4604
Sentence6234	2247	baseline2021 ranked at 1833, higher than cat+oci+spa-eng at 4080
Sentence6400	2246	cat+oci+spa-eng ranked at 3716, higher than baseline2021 at 5962
Sentence1937	2239	cat+oci+spa-eng ranked at 3703, higher than baseline2021 at 5942
Sentence1987	2237	baseline2021 ranked at 1569, higher than cat+oci+spa-eng at 3806
Sentence4046	2235	cat+oci+spa-eng ranked at 604, higher than baseline2021 at 2839
Sentence3854	2235	baseline2021 ranked at 460, higher than cat+oci+spa-eng at 2695
Sentence4853	2233	baseline2021 ranked at 1845, higher than cat+oci+spa-eng at 4078
Sentence1686	2233	baseline2021 ranked at 2707, higher than cat+oci+spa-eng at 4940
Sentence5451	2232	cat+oci+spa-eng ranked at 3044, higher than baseline2021 at 5276
Sentence5361	2230	cat+oci+spa-eng ranked at 2272, higher than baseline2021 at 4502
Sentence3421	2229	baseline2021 ranked at 3142, higher than cat+oci+spa-eng at 5371
Sentence5044	2228	cat+oci+spa-eng ranked at 874, higher than baseline2021 at 3102
Sentence2471	2228	cat+oci+spa-eng ranked at 1132, higher than baseline2021 at 3360
Sentence1739	2227	cat+oci+spa-eng ranked at 281, higher than baseline2021 at 2508
Sentence2156	2226	baseline2021 ranked at 2688, higher than cat+oci+spa-eng at 4914
Sentence909	2225	cat+oci+spa-eng ranked at 331, higher than baseline2021 at 2556
Sentence891	2224	cat+oci+spa-eng ranked at 2704, higher than baseline2021 at 4928
Sentence4628	2223	baseline2021 ranked at 3036, higher than cat+oci+spa-eng at 5259
Sentence505	2220	cat+oci+spa-eng ranked at 724, higher than baseline2021 at 2944
Sentence1882	2220	cat+oci+spa-eng ranked at 2606, higher than baseline2021 at 4826
Sentence1071	2220	baseline2021 ranked at 629, higher than cat+oci+spa-eng at 2849
Sentence2133	2218	cat+oci+spa-eng ranked at 2233, higher than baseline2021 at 4451
Sentence952	2218	baseline2021 ranked at 3460, higher than cat+oci+spa-eng at 5678
Sentence4059	2217	cat+oci+spa-eng ranked at 1827, higher than baseline2021 at 4044
Sentence2839	2216	baseline2021 ranked at 3241, higher than cat+oci+spa-eng at 5457
Sentence4773	2213	cat+oci+spa-eng ranked at 3137, higher than baseline2021 at 5350
Sentence204	2213	baseline2021 ranked at 2893, higher than cat+oci+spa-eng at 5106
Sentence4585	2212	baseline2021 ranked at 589, higher than cat+oci+spa-eng at 2801
Sentence5659	2212	baseline2021 ranked at 2193, higher than cat+oci+spa-eng at 4405
Sentence1930	2209	baseline2021 ranked at 1750, higher than cat+oci+spa-eng at 3959
Sentence4655	2208	baseline2021 ranked at 1622, higher than cat+oci+spa-eng at 3830
Sentence2030	2206	cat+oci+spa-eng ranked at 364, higher than baseline2021 at 2570
Sentence5406	2205	cat+oci+spa-eng ranked at 2841, higher than baseline2021 at 5046
Sentence5091	2205	cat+oci+spa-eng ranked at 3206, higher than baseline2021 at 5411
Sentence1642	2205	baseline2021 ranked at 1269, higher than cat+oci+spa-eng at 3474
Sentence2229	2205	baseline2021 ranked at 3330, higher than cat+oci+spa-eng at 5535
Sentence5886	2203	cat+oci+spa-eng ranked at 4071, higher than baseline2021 at 6274
Sentence6096	2203	baseline2021 ranked at 2244, higher than cat+oci+spa-eng at 4447
Sentence5869	2199	baseline2021 ranked at 3530, higher than cat+oci+spa-eng at 5729
Sentence5932	2198	cat+oci+spa-eng ranked at 2185, higher than baseline2021 at 4383
Sentence1620	2195	baseline2021 ranked at 2651, higher than cat+oci+spa-eng at 4846
Sentence4996	2195	baseline2021 ranked at 2786, higher than cat+oci+spa-eng at 4981
Sentence1347	2194	cat+oci+spa-eng ranked at 428, higher than baseline2021 at 2622
Sentence4180	2193	cat+oci+spa-eng ranked at 817, higher than baseline2021 at 3010
Sentence2871	2193	cat+oci+spa-eng ranked at 2983, higher than baseline2021 at 5176
Sentence3798	2192	cat+oci+spa-eng ranked at 1134, higher than baseline2021 at 3326
Sentence200	2192	cat+oci+spa-eng ranked at 2307, higher than baseline2021 at 4499
Sentence835	2192	baseline2021 ranked at 3224, higher than cat+oci+spa-eng at 5416
Sentence6162	2191	cat+oci+spa-eng ranked at 1114, higher than baseline2021 at 3305
Sentence5694	2190	cat+oci+spa-eng ranked at 566, higher than baseline2021 at 2756
Sentence489	2190	baseline2021 ranked at 2228, higher than cat+oci+spa-eng at 4418
Sentence1923	2189	cat+oci+spa-eng ranked at 842, higher than baseline2021 at 3031
Sentence1159	2189	baseline2021 ranked at 5, higher than cat+oci+spa-eng at 2194
Sentence6432	2187	cat+oci+spa-eng ranked at 3405, higher than baseline2021 at 5592
Sentence2624	2186	cat+oci+spa-eng ranked at 3375, higher than baseline2021 at 5561
Sentence5793	2185	baseline2021 ranked at 1737, higher than cat+oci+spa-eng at 3922
